Fiji , -17.154436128370612 , 178.74585994547567 , 200094.46328469372
Tanzania , -6.335469001083367 , 34.82829379645017 , 755298.5106230152
Western Sahara , 24.32808899586159 , -12.864273850953381 , 567456.7972512635
Canada , 62.45417254443366 , -96.82293936045211 , 3240280.3427427444
United States of America , 45.136976788470875 , -119.37788530144562 , 4471250.42989449
Kazakhstan , 48.023787339869216 , 66.91320804226946 , 1515717.4346062716
Uzbekistan , 41.36589915624883 , 64.49216718939513 , 803938.0454359836
Papua New Guinea , -6.57623910891698 , 148.51008792540833 , 942060.9910843744
Indonesia , -2.4400833064915837 , 118.16343895881556 , 2689569.8236481873
Argentina , -38.54115523971036 , -63.52189236108442 , 1870921.4553207434
Chile , -36.595920947709665 , -71.30215765558273 , 2127142.2712802836
Democratic Republic of the Congo , -4.000569451517354 , 21.678243035578035 , 1351235.62225951
Somalia , 5.170695 , 46.057460000000006 , 940058.6113977894
Kenya , 0.41461499999999996 , 37.87432603115546 , 631618.8997965298
Sudan , 15.114593966892734 , 30.173449979736613 , 1038836.572903676
Chad , 15.415822273368985 , 18.71364175377545 , 960287.1108948169
Haiti , 18.973338324453458 , -73.0414534166238 , 174286.62018329493
Dominican Republic , 18.74173747402935 , -70.13152767605226 , 198542.2473227855
Russia , 61.200908062010676 , 104.88053004480321 , 4867992.057729231
The Bahamas , 25.375 , -77.99000000000001 , 185648.87200600564
Falkland Islands , -51.7 , -59.475 , 120614.13861115061
Norway , 69.36801422797535 , 18.142748243897216 , 1367627.162896124
Greenland , 71.840945 , -42.752775 , 1344419.7360515643
French Southern and Antarctic Lands , -49.2 , 69.64 , 91075.05953101511
East Timor , -8.833258965696846 , 126.15230533254544 , 138918.41608067436
South Africa , -28.45523955659565 , 24.587548658962064 , 955704.0649944403
Lesotho , -29.646303806274897 , 28.162214186320114 , 120775.10879171758
Mexico , 23.629829320095464 , -101.9698711940164 , 1783929.3397632777
Uruguay , -32.531166477184875 , -55.81833157003797 , 308885.125022259
Brazil , -14.26194569260658 , -54.35861446798135 , 2455273.7178223203
Bolivia , -16.317453301664283 , -63.54439744734752 , 878321.9227803599
Peru , -9.202590427286864 , -75.03801113554454 , 1131701.3755255581
Colombia , 4.0695581119914905 , -72.93363054064682 , 985114.6382364243
Panama , 8.416075751169032 , -80.10417477081873 , 332467.1928943839
Costa Rica , 9.72107361494379 , -84.24396084261262 , 226824.99750534553
Nicaragua , 12.871553147833993 , -85.40785620801442 , 338983.2560319196
Honduras , 14.495045782931683 , -86.25027248812847 , 338685.8681797304
El Salvador , 13.786574815318112 , -88.90952877476019 , 129717.51561849428
Guatemala , 15.777331854714106 , -90.22713568801416 , 254963.05347110567
Belize , 17.193459886132537 , -88.66796729201184 , 156501.19173184558
Venezuela , 6.443379624859055 , -66.53161821151963 , 829933.4959536563
Guyana , 4.817561550308284 , -58.974844326398255 , 421133.4907774352
Suriname , 3.9214792952591324 , -56.00136949321579 , 304216.5052025583
France , 46.4987 , 3.16409 , 727871.1816702563
Ecuador , -1.7891023698027837 , -78.10074408640315 , 390810.38452681346
Puerto Rico , 18.233577277087214 , -66.41671566431864 , 88677.59938371675
Jamaica , 18.1126673446323 , -77.26868893096363 , 115941.10729974147
Cuba , 21.522045803304792 , -79.57646796336218 , 578066.0631469649
Zimbabwe , -18.889699395424575 , 29.057043287886202 , 468510.7978727225
Botswana , -22.245179335216644 , 24.663823073024858 , 635494.6747872321
Namibia , -22.993402398370677 , 18.409321119874846 , 939904.4989081289
Senegal , 14.465176805066932 , -14.546470913134591 , 397325.94790053595
Mali , 17.535467434148224 , -3.9502701481182494 , 1008455.1591898301
Mauritania , 21.006289170815755 , -10.993380296258401 , 838877.0698411128
Benin , 9.188896796093971 , 2.284723951841599 , 342606.591236758
Niger , 17.565917771876208 , 8.099446547079708 , 921717.9194461462
Nigeria , 9.053259080435872 , 8.634439731489394 , 731691.5211889956
Cameroon , 7.293534450708813 , 12.250833977923122 , 739181.3527606842
Togo , 8.47375956871484 , 0.9077278987761875 , 297721.8450085398
Ghana , 7.904401556831046 , -1.0921241927031673 , 394477.54286248534
Ivory Coast , 7.431174628118221 , -5.58253485759743 , 416915.8220636414
Guinea , 9.947610175003284 , -11.48120581709368 , 431805.1419438625
Guinea-Bissau , 11.834290879763437 , -15.18896399581945 , 182080.77801905788
Liberia , 6.448405157899444 , -9.489247300646909 , 303129.5738705255
Sierra Leone , 8.416450405303152 , -11.738321905961897 , 192698.78352454086
Burkina Faso , 12.363496303756435 , -1.646728583167615 , 465604.85546373436
Central African Republic , 6.705017401552816 , 20.91681664397342 , 745752.284974576
Republic of the Congo , -0.6548951147526694 , 14.773419020250927 , 615735.6632036287
Gabon , -0.826034539395277 , 11.611725701553382 , 378856.00442958274
Equatorial Guinea , 1.6469928043646151 , 10.29534610356636 , 128548.0661502202
Zambia , -13.099742730362351 , 27.686765171018735 , 713757.2397735828
Malawi , -13.015949395401076 , 34.230035027815745 , 448471.9199338933
Mozambique , -18.529643853430947 , 35.47747826512541 , 1047577.632295213
Eswatini , -26.473034966743974 , 31.374136997205355 , 92253.72985484498
Angola , -11.184329929247916 , 17.860000644612228 , 949857.7016942304
Burundi , -3.424235121274165 , 29.888583192608394 , 133648.88889347124
Israel , 31.38937632906041 , 35.050915154772156 , 221569.91273192962
Lebanon , 33.866977037078144 , 35.86890140152022 , 110345.59290313191
Madagascar , -18.82099557869253 , 46.865361972853265 , 790783.4471238577
Palestine , 31.942973029095178 , 35.236536899564555 , 71643.22991431605
