Sahnewal( LUH ), 30.850359856170176 , 75.95707224036518 , 100000
Solapur( SSE ), 17.625415183635024 , 75.93305977107549 , 100000
Birsa Munda( IXR ), 23.317724598996193 , 85.3235970368767 , 100000
Ahwaz( AWZ ), 31.343158556075725 , 48.74710654359313 , 100000
Gwalior( GWL ), 26.28548769793701 , 78.21721865463483 , 100000
Hodeidah Int'l( HOD ), 14.755253441372462 , 42.97109630194003 , 100000
Devi Ahilyabai Holkar Int'l( IDR ), 22.72774918757095 , 75.8092915005895 , 100000
Gandhinagar( ISK ), 19.966020567280626 , 73.81056749246886 , 100000
Chandigarh Int'l( IXC ), 30.670724894966725 , 76.80172611052417 , 100000
Aurangabad( IXU ), 19.867296962108234 , 75.39584329220051 , 100000
Faisalabad Int'l( LYP ), 31.362743548086222 , 72.9878190922305 , 100000
Omsk Tsentralny( OMS ), 54.95764829340594 , 73.3163595376585 , 100000
Novosibirsk Tolmachev( OVB ), 55.00958471362636 , 82.66715245258652 , 100000
Zaporozhye Int'l( OZH ), 47.873263557902284 , 35.30187285752786 , 100000
Simpang Tiga( PKU ), 0.464600872998505 , 101.44656929844086 , 100000
Rota Int'l( ROP ), 14.171771297121616 , 145.24398029858185 , 100000
Surgut( SGC ), 61.340167219448126 , 73.40849647643748 , 100000
Tiruchirappalli( TRZ ), 10.76035713065535 , 78.7089578747476 , 100000
Turbat Int'l( TUK ), 25.988794590011004 , 63.027933351918136 , 100000
Quetta Int'l( UET ), 30.249043186181034 , 66.94873114809494 , 100000
Zahedan Int'l( ZAH ), 29.475294195657344 , 60.90070856491495 , 100000
Abdul Rachman Saleh( MLG ), -7.929980028405668 , 112.71141861725775 , 100000
Barnaul( BAX ), 53.3633850813046 , 83.55045321240377 , 100000
Adampur( VIAX ), 31.43294223977149 , 75.75848284560045 , 100000
Bareilly( VIBY ), 28.421808716114356 , 79.45200268765704 , 100000
Dhamial( OPQS ), 33.56141462788605 , 73.03204983920023 , 100000
Cheongju Int'l( CJJ ), 36.72202277666726 , 127.49591612468085 , 100000
Gwangju( KWJ ), 35.14000513901977 , 126.81083948122644 , 100000
Daegu Int'l( TAE ), 35.89992779690866 , 128.63753769993312 , 100000
Ulsan( USN ), 35.59289575271069 , 129.35573104752825 , 100000
Radin Inten II( WIIT ), -5.242566777131995 , 105.17606041916142 , 100000
Allahabad( IXD ), 25.443522027820965 , 81.73172714621872 , 100000
Chelyabinsk( CEK ), 55.29779194960553 , 61.51225897402009 , 100000
Tainan( TNN ), 22.950667918346994 , 120.20973331809326 , 100000
Taichung( RMQ ), 24.26665555671146 , 120.63070354758395 , 100000
Rotterdam The Hague( RTM ), 51.94913018993815 , 4.433844349628765 , 100000
Voronezh-Chertovitskoye( VOZ ), 51.81261712683441 , 39.22544964479734 , 100000
Liverpool John Lennon( LPL ), 53.336375105442215 , -2.858620657849379 , 100000
Vishakapatnam( VTZ ), 17.7279577384364 , 83.2235216387465 , 100000
Sultan Hasanuddin Int'l( UPG ), -5.058936894557788 , 119.54569134215063 , 100000
Vava'u Int'l( VAV ), -18.586005855065373 , -173.96809394415877 , 100000
Newcastle Int'l( NCL ), 55.037084860801954 , -1.71034578407216 , 100000
Goloson Int'l( LCE ), 15.74515966591258 , -86.8514685020011 , 100000
Madinah Int'l( MED ), 24.54423396056608 , 39.69913595604174 , 100000
Mirabel Int'l( YMX ), 45.68322509792671 , -74.02873829848139 , 100000
Palanga Int'l( PLQ ), 55.971342623535804 , 21.09744639862514 , 100000
Jaipur Int'l( JAI ), 26.821179810060464 , 75.80101041926682 , 100000
Sonari( IXW ), 22.815414511024233 , 86.17246623637757 , 100000
Yenisehir( YEI ), 40.255539500747304 , 29.54492 , 100000
Adana Sakirpasa( ADA ), 36.9852090641795 , 35.29696142683381 , 100000
Kodiak( ADQ ), 57.74859210704827 , -152.4856385152345 , 100000
Amarillo Int'l( AMA ), 35.218403191939814 , -101.70535277269678 , 100000
Alice Springs( ASP ), -23.801968 , 133.902918 , 100000
Raja Sansi Int'l( ATQ ), 31.706822025888847 , 74.80715597198244 , 100000
Biju Patnaik( BBI ), 20.252665975473413 , 85.81688995444293 , 100000
Bethel( BET ), 60.77873798340883 , -161.8389869594397 , 100000
Palonegro( BGA ), 7.127709154026846 , -73.18092077253607 , 100000
Birmingham Int'l( BHM ), 33.56186728280577 , -86.75237736154624 , 100000
Broken Hill( BHQ ), -31.998996737463017 , 141.47040730309726 , 100000
Logan Int'l( BIL ), 45.803685571527836 , -108.53692938812462 , 100000
Bismarck Muni.( BIS ), 46.77510666616138 , -100.75747130371745 , 100000
Del Bajio Int'l( BJX ), 20.98588712119381 , -101.47875338246688 , 100000
Benin( BNI ), 6.317166892078184 , 5.603682560067003 , 100000
Bourgas( BOJ ), 42.56708354877019 , 27.51640936629526 , 100000
Bremen( BRE ), 53.052287104156015 , 8.7858617703132 , 100000
Jacinto Lara Int'l( BRM ), 10.0453 , -69.356102 , 100000
Brownsville-South Padre Island Int'l( BRO ), 25.906274354534673 , -97.43176534023202 , 100000
Bristol Int'l( BRS ), 51.38629341891484 , -2.710864691343084 , 100000
Baton Rouge Metro( BTR ), 30.532613804058556 , -91.15675440481048 , 100000
Bratislava-M.R. ├Е┬аtef├Г┬бnik( BTS ), 48.16983790625349 , 17.19998500222079 , 100000
Burlington Int'l( BTV ), 44.469206604073214 , -73.15507877906677 , 100000
Columbia Metro( CAE ), 33.934205458427535 , -81.10933524293772 , 100000
Calicut Int'l( CCJ ), 11.1395520526064 , 75.95099306305104 , 100000
